"","subject","activity","Mean.of.the.body.acceleration.magnitude.Time.Domain.","Mean.of.the.gravity.acceleration.magnitude.Time.Domain.","Mean.of.the.body.acceleration.magnitude.when.it.jerks.Time.Domain.","Mean.of.the.body.angular.speed.magnitude.Time.Domain.","Mean.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain.","Mean.of.the.body.acceleration.magnitude..Frequency.Domain.","Mean.of.the.body.acceleration.magnitude.when.it.jerks.Frequency.Domain.","Mean.of.the.body.angular.speed.magnitude.Frequency.Domain.","Mean.of.the.body.angular.speed.magnitude.when.it.jerks.Frequency.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.Time.Domain.","Standard.deviation.of.the.gravity.acceleration.magnitude.Time.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.when.it.jerks.Time.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.Time.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.Frequency.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.when.it.jerks.Frequency.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.Time.Domain..1","Standard.deviation.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain..1"
"76","13","WALKING",0.0283044635263158,0.281170051126316,-0.134001769526316,-0.78286738122807,-0.738771539824561,-0.169683939619298,-0.076088435985614,0.910855709298246,-0.131299718666667,0.0283044635263158,0.281170051126316,-0.134001769526316,-0.78286738122807,-0.738771539824561,-0.0545160054263158,0.0251830407540351,-0.240867712668421,0.226768657668421
"77","13","WALKING_DOWNSTAIRS",0.0277467959702128,0.0611907388978723,-0.0369679492338298,-0.551260479787234,-0.810234638510638,-0.162367959465957,-0.445670293478723,0.941875619787234,-0.0950820341687234,0.0277467959702128,0.0611907388978723,-0.0369679492338298,-0.551260479787234,-0.810234638510638,-0.132530491551064,0.144863334110638,-0.245505652148936,0.229786384978723
"78","13","WALKING_UPSTAIRS",0.0632201915190909,0.371825497563636,-0.10258231694,-0.746902370727273,-0.749643208545455,0.0686275743363636,-0.108302534963636,0.847634313454545,-0.207507170584727,0.0632201915190909,0.371825497563636,-0.10258231694,-0.746902370727273,-0.749643208545455,-0.198255482778182,0.269110850563636,-0.363076883781818,0.224372684858182
"79","14","LAYING",0.662626291568627,0.813605270196078,-0.899187298862745,-0.965978962352941,-0.991060807254902,-0.193411242217843,-0.586738358784314,-0.145483631627451,0.83656291,0.662626291568627,0.813605270196078,-0.899187298862745,-0.965978962352941,-0.991060807254902,0.0876472272705882,0.00388727842352941,0.0125699523960784,-0.131761415784314
"80","14","SITTING",0.664728536851852,0.817603108888889,-0.942557804814815,-0.998646058333333,-0.991385101296296,-0.0141421111740741,0.0256860625537037,0.939038759814815,-0.0945970534814815,0.664728536851852,0.817603108888889,-0.942557804814815,-0.998646058333333,-0.991385101296296,0.104502743157407,0.171539025925926,0.0247537392777778,-0.10335692762963
"81","14","STANDING",0.662973014666667,0.809857027333333,-0.941973985833333,-0.998958301333333,-0.997355149,-0.162731054388333,0.332038119916667,0.875319569,-0.338174888666667,0.662973014666667,0.809857027333333,-0.941973985833333,-0.998958301333333,-0.997355149,0.107114422153333,0.0625214945733333,-0.00549426388833333,-0.0693206267833333
"82","14","WALKING",0.167873069152542,0.174560977735593,-0.146704030847458,-0.817865451864407,-0.824562683050847,0.090557651479661,-0.296726626711864,0.802973961525424,-0.422495268474576,0.167873069152542,0.174560977735593,-0.146704030847458,-0.817865451864407,-0.824562683050847,-0.0457946387491525,0.288815248825424,-0.181370126657627,0.0850337644576271
"83","14","WALKING_DOWNSTAIRS",-0.453989801633333,-0.275557249346667,0.233850007777778,-0.476128353555556,-0.626256393333333,0.253734227315556,-0.693053510444444,0.81629643,-0.392555882222222,-0.453989801633333,-0.275557249346667,0.233850007777778,-0.476128353555556,-0.626256393333333,0.0379258531533333,0.201744846942667,-0.03270942886,0.0370406896002244
"84","14","WALKING_UPSTAIRS",-0.0730600620074074,-0.154738891324074,0.152684150296296,-0.756439385185185,-0.665818555925926,-0.0250405017740741,-0.480219364074074,0.688256122222222,-0.49508872037037,-0.0730600620074074,-0.154738891324074,0.152684150296296,-0.756439385185185,-0.665818555925926,0.0223012503148148,0.153485334055556,-0.229208934796296,0.0710233772444444
"85","15","LAYING",0.676438809861111,0.802277153611111,-0.954961538472222,-0.998091009722222,-0.998790960277778,-0.0596951172291667,-0.0733165532916667,-0.1719930545,-0.0369192905555556,0.676438809861111,0.802277153611111,-0.954961538472222,-0.998091009722222,-0.998790960277778,0.0421473991319444,0.0531243137333333,0.2053742866,-0.09407134538125
"86","15","SITTING",0.674157565932203,0.821657761525424,-0.95810120661017,-0.999472697627119,-0.989180283050847,-0.037328695340678,-0.0903976279830508,0.89036426220339,0.00281565980440678,0.674157565932203,0.821657761525424,-0.95810120661017,-0.999472697627119,-0.989180283050847,0.0681568602135593,0.0663923110169492,0.124846228774576,-0.0702009780372881
"87","15","STANDING",0.661984212830189,0.823316326415094,-0.962443225660377,-0.999751297735849,-0.997161289622642,-0.139170092715094,-0.230951400991132,0.965528899622642,0.0645975994528302,0.661984212830189,0.823316326415094,-0.962443225660377,-0.999751297735849,-0.997161289622642,0.0987495791566038,-0.00166460861949057,-0.0167200094396226,-0.0175169274924528
"88","15","WALKING",-0.12299676909463,0.596963407037037,-0.202256402777778,-0.768251972962963,-0.745644895185185,0.0669630849722222,-0.0132568662407407,0.951524391481481,0.0757356734814815,-0.12299676909463,0.596963407037037,-0.202256402777778,-0.768251972962963,-0.745644895185185,0.0252015609777778,0.2199473259,-0.0727064305981481,0.0609232584407407
"89","15","WALKING_DOWNSTAIRS",-0.228370693071429,0.409150519761905,0.24367502052381,-0.00492444155238095,-0.722983629761905,-0.147052109071429,0.130265556062381,0.932302200476191,0.0788822410992857,-0.228370693071429,0.409150519761905,0.24367502052381,-0.00492444155238095,-0.722983629761905,-0.157815272571429,0.397862447142857,-0.142076791166667,0.128321341480952
"90","15","WALKING_UPSTAIRS",0.181145028208333,0.558962643125,-0.0357233236583333,-0.521443000416667,-0.805014099583333,0.0309772475416667,0.0545438033020833,0.918544812291667,0.0811803405,0.181145028208333,0.558962643125,-0.0357233236583333,-0.521443000416667,-0.805014099583333,-0.0787888728333333,0.1045338436625,-0.226161503833333,0.156897785180208
"91","16","LAYING",0.670238084428571,0.829174322714286,-0.959523755714286,-0.998839250428571,-0.998143612428571,-0.170555158408571,-0.437956727371429,-0.206783742242857,0.893884468571429,0.670238084428571,0.829174322714286,-0.959523755714286,-0.998839250428571,-0.998143612428571,0.0333213771757143,0.11102674099,0.0929926037342857,-0.130113121242857
"92","16","SITTING",0.680536293768116,0.826829415362319,-0.961402265507246,-0.998782577681159,-0.996139457971014,-0.0916862147057971,-0.111432152478261,0.942457377971014,0.0892682200463768,0.680536293768116,0.826829415362319,-0.961402265507246,-0.998782577681159,-0.996139457971014,0.0641402347717391,0.104231225733333,0.16550886465942,-0.0967102516086956
"93","16","STANDING",0.677277043717949,0.829169933589744,-0.968888565384615,-0.999197714102564,-0.998370904230769,-0.115794550001282,0.143898247476923,0.941587749358974,-0.166737468166667,0.677277043717949,0.829169933589744,-0.968888565384615,-0.999197714102564,-0.998370904230769,0.0741811236346154,0.0223444650551282,0.135394729054359,-0.107779387712308
"94","16","WALKING",0.286795197058824,0.279403934431373,-0.248172852352941,-0.819721324901961,-0.907178710196078,-0.0529384568070588,-0.201364456835294,0.925981326078431,-0.217351194313725,0.286795197058824,0.279403934431373,-0.248172852352941,-0.819721324901961,-0.907178710196078,-0.0777067066823529,0.0341432560647059,-0.251435183980392,0.252362801490196
"95","16","WALKING_DOWNSTAIRS",0.227080906170213,-0.0797203337659574,0.161222917695745,-0.258322494176596,-0.856335613829787,0.054057604787234,-0.653582012340426,0.917818427021277,-0.225382496382979,0.227080906170213,-0.0797203337659574,0.161222917695745,-0.258322494176596,-0.856335613829787,-0.232515627540426,0.459246526212766,-0.192781898312766,0.18756553193617
"96","16","WALKING_UPSTAIRS",0.257084644588235,0.227046664196078,-0.219807583960784,-0.814793698235294,-0.861634448627451,0.132306914039216,-0.450482125882353,0.826874282745098,-0.379059698039216,0.257084644588235,0.227046664196078,-0.219807583960784,-0.814793698235294,-0.861634448627451,-0.235539388,0.265315125131373,-0.314429119764706,0.201950704509804
"97","17","LAYING",0.674147705070423,0.823412287746479,-0.949976962253521,-0.997749894788732,-0.996745246619718,-0.232101110244225,-0.30399038748169,-0.19913309,0.722657502112676,0.674147705070423,0.823412287746479,-0.949976962253521,-0.997749894788732,-0.996745246619718,0.0466891052211268,-0.111181391133803,0.126832969461972,-0.122200418149296
"98","17","SITTING",0.68488514890625,0.82822976015625,-0.97363887046875,-0.9998784821875,-0.99723131296875,-0.1477618683375,0.0741615493578125,0.94488374765625,-0.135803881679687,0.68488514890625,0.82822976015625,-0.97363887046875,-0.9998784821875,-0.99723131296875,0.0781542476390625,0.0409072021421875,0.19642266346875,-0.155280827421875
"99","17","STANDING",0.683185309102564,0.834800235,-0.976611892307692,-0.999616053974359,-0.998717989358974,-0.158305836233333,0.277669044,0.904678547435897,-0.202687757012821,0.683185309102564,0.834800235,-0.976611892307692,-0.999616053974359,-0.998717989358974,0.0843271264076923,-0.015964049224359,0.183701100685897,-0.168276179153846
"100","17","WALKING",0.133863081045902,0.44243744442623,-0.158556937245902,-0.764890133606557,-0.81253966557377,-0.270490016185246,-0.120973546477049,0.92811236852459,-0.190265949622951,0.133863081045902,0.44243744442623,-0.158556937245902,-0.764890133606557,-0.81253966557377,-0.0565711439836066,-0.00955805010491803,-0.284471455903279,0.282361083098361
"101","17","WALKING_DOWNSTAIRS",0.147106120434783,0.26791149126087,0.113316865758696,-0.287474904565217,-0.823109285652174,-0.055273420326087,-0.587368021956522,0.928817578043478,-0.160962985956522,0.147106120434783,0.26791149126087,0.113316865758696,-0.287474904565217,-0.823109285652174,-0.0956500627823913,0.298728852326087,-0.351619887826087,0.276133741413043
"102","17","WALKING_UPSTAIRS",0.1191550816875,0.417325549375,-0.0247961512541667,-0.554476144791667,-0.806309825833333,0.0373605332770833,-0.483815424375,0.853530565833333,-0.298171464166667,0.1191550816875,0.417325549375,-0.0247961512541667,-0.554476144791667,-0.806309825833333,-0.0553370501927083,0.21473361595,-0.2901140612125,0.207962708791667
"103","18","LAYING",0.687704605846154,0.840074659692308,-0.985876867538461,-0.999681872769231,-0.999877896461538,-0.16321214002,-0.311437012647385,-0.220600509076923,0.605495317692308,0.687704605846154,0.840074659692308,-0.985876867538461,-0.999681872769231,-0.999877896461538,0.136892951832308,-0.0941219204892308,0.222602421096923,-0.0880443643353846
"104","18","SITTING",0.687507466140351,0.833494779649123,-0.983721961578947,-0.99994017,-0.999306372807018,-0.144916679752632,-0.102830526164912,0.909816469298246,0.161877417894737,0.687507466140351,0.833494779649123,-0.983721961578947,-0.99994017,-0.999306372807018,0.0966182314684211,0.0549202938684211,0.185685078296491,-0.113624527101754
"105","18","STANDING",0.672035931232877,0.83125525260274,-0.972863383150685,-0.999898316849315,-0.999078616986301,-0.155445962887671,-0.0781504281315069,0.947573239863014,-0.0485767106575342,0.672035931232877,0.83125525260274,-0.972863383150685,-0.999898316849315,-0.999078616986301,0.126554843339726,0.0487704739821918,0.028620623759863,-0.0783398432316438
"106","18","WALKING",0.295959501964286,0.47036294125,-0.296416825535714,-0.8022646675,-0.882299554821429,-0.1048659923375,-0.133505347933214,0.92386524875,-0.0609313415892857,0.295959501964286,0.47036294125,-0.296416825535714,-0.8022646675,-0.882299554821429,-0.0237736732321429,0.05709533914875,-0.219724875303571,0.242897153
"107","18","WALKING_DOWNSTAIRS",0.195833119527273,0.403115206,-0.288736334181818,-0.752219360181818,-0.889623034181818,-0.166537472258182,-0.3297753946,0.932277478363636,-0.0493636733454545,0.195833119527273,0.403115206,-0.288736334181818,-0.752219360181818,-0.889623034181818,-0.159354881,0.198694510351418,-0.226805508781818,0.173376862345455
"108","18","WALKING_UPSTAIRS",0.265991674982759,0.433307716724138,-0.275217888275862,-0.805040455,-0.876431280172414,0.0675610517465517,-0.26486434932931,0.883330258448276,-0.106112549189655,0.265991674982759,0.433307716724138,-0.275217888275862,-0.805040455,-0.876431280172414,0.00812209695,0.115631049689655,-0.255909795437931,0.130707639586207
"109","19","LAYING",0.680070168313253,0.838239990481928,-0.968648000120482,-0.998048061325301,-0.999555532289157,-0.0304588304771084,0.0473214902373494,-0.680043155060241,0.68762385253012,0.680070168313253,0.838239990481928,-0.968648000120482,-0.998048061325301,-0.999555532289157,0.00470768128771084,-0.0257017332746988,0.249556347728916,-0.071497702639759
"110","19","SITTING",0.673509718219178,0.822139712328767,-0.959931008082192,-0.999225464931507,-0.998065281917808,-0.0762377803657534,-0.631655586328767,0.581371509041096,0.489126594657534,0.673509718219178,0.822139712328767,-0.959931008082192,-0.999225464931507,-0.998065281917808,0.0589887009880822,-0.0659197813054795,0.0863797472739726,-0.0945623387191781
"111","19","STANDING",0.669794211232877,0.822209155753425,-0.961774492191781,-0.999833991369863,-0.99815989890411,-0.175245762079452,-0.268123767191781,0.944045837534247,0.130643717849315,0.669794211232877,0.822209155753425,-0.961774492191781,-0.999833991369863,-0.99815989890411,0.0812062340561644,0.0715758952739726,0.0379619427260274,-0.0689679987383562
"112","19","WALKING",0.117843509846154,0.203156531528846,0.0557557611403846,-0.540374798461538,-0.727208555576923,-0.109376002519231,-0.379770891653846,0.935222559230769,-0.0898428797307692,0.117843509846154,0.203156531528846,0.0557557611403846,-0.540374798461538,-0.727208555576923,-0.115996566193654,0.120582512496154,-0.159187383525,0.183065438140385
"113","19","WALKING_DOWNSTAIRS",-0.226763505097436,-0.0313069468205128,0.600822814871795,0.341139767076923,-0.550939718717949,-0.0743972887435897,-0.2517688114,0.881940855128205,-0.126146868942821,-0.226763505097436,-0.0313069468205128,0.600822814871795,0.341139767076923,-0.550939718717949,-0.112045867738462,0.328774522564103,-0.118725684666154,0.107851525428205
"114","19","WALKING_UPSTAIRS",-0.039655171455,0.243852817975,0.015734777125,-0.61378541625,-0.72266549775,-0.03610002904,-0.20949986265,0.8294283725,-0.2210087627,-0.039655171455,0.243852817975,0.015734777125,-0.61378541625,-0.72266549775,-0.18746018987,0.3112622978,-0.2100743665,0.2027375583275
"115","20","LAYING",0.6812424825,0.835327838823529,-0.961308452058824,-0.988834849264706,-0.996732255,-0.136113086535294,-0.244924043191176,-0.472431415573529,0.477573305,0.6812424825,0.835327838823529,-0.961308452058824,-0.988834849264706,-0.996732255,0.125858720916103,-0.0614455846588235,0.200279540941176,-0.0538192198926471
"116","20","SITTING",0.664201829848485,0.80938668,-0.953502213787879,-0.999381030151515,-0.996451943181818,-0.0927349976318182,-0.242736864362576,0.924454522424242,0.151679135228788,0.664201829848485,0.80938668,-0.953502213787879,-0.999381030151515,-0.996451943181818,0.0686560448848485,0.131842232951515,0.0774898182878788,-0.113841414927727
"117","20","STANDING",0.626381412739726,0.80707698109589,-0.923505787534247,-0.99853689520548,-0.994177490821918,-0.0697309740536986,-0.163829452410959,0.911231752465753,0.0708655286023288,0.626381412739726,0.80707698109589,-0.923505787534247,-0.99853689520548,-0.994177490821918,-0.00054761472739726,0.110360699932877,-0.0482040653465753,-0.0593775037410959
"118","20","WALKING",-0.305919615843137,0.348364705941176,0.045888034954902,-0.68044478,-0.561452319803922,0.117045709521569,-0.398864653921569,0.899965205686274,-0.035130214,-0.305919615843137,0.348364705941176,0.045888034954902,-0.68044478,-0.561452319803922,-0.180945623490196,0.1182865306,-0.27549396815098,0.260431310529412
"119","20","WALKING_DOWNSTAIRS",-0.392423286311111,0.249924065911111,0.213787502815556,-0.413074357111111,-0.490357839555556,-0.163490269666667,-0.225854619295556,0.91972663,-0.0282591579777778,-0.392423286311111,0.249924065911111,0.213787502815556,-0.413074357111111,-0.490357839555556,-0.0742244224444445,0.174444113724444,-0.237148320206667,0.153786377412444
"120","20","WALKING_UPSTAIRS",0.115193556117647,0.42629886745098,0.00784256818431373,-0.600763859215686,-0.735480380392157,-0.249702091823529,-0.257654508705882,0.777095717058824,-0.130117634791765,0.115193556117647,0.42629886745098,0.00784256818431373,-0.600763859215686,-0.735480380392157,-0.000751901825490195,0.0564371069607843,-0.348849348111765,0.226897829956863
"121","21","LAYING",0.669127195555556,0.826484561666667,-0.950159764777778,-0.996756303555556,-0.998564282555556,-0.206030494108889,-0.766131890777778,-0.174349174822222,0.788251027111111,0.669127195555556,0.826484561666667,-0.950159764777778,-0.996756303555556,-0.998564282555556,-0.0242352302058889,0.0366261092311111,0.127421834196667,-0.105650287128889
"122","21","SITTING",0.679006817058823,0.826487504941177,-0.975340825294118,-0.999861659647059,-0.999101978235294,-0.111866160212941,0.0492982964690588,0.940031368,-0.0567766060705882,0.679006817058823,0.826487504941177,-0.975340825294118,-0.999861659647059,-0.999101978235294,0.0623086348270588,0.099144957868,0.139769462244353,-0.0739782246714118
"123","21","STANDING",0.665531454719101,0.818976649662921,-0.957954037640449,-0.999328140337079,-0.998013281797753,-0.0822165300348315,0.128721385062921,0.881213341910112,-0.207685689775281,0.665531454719101,0.818976649662921,-0.957954037640449,-0.999328140337079,-0.998013281797753,0.0525606952003371,0.034441622878427,0.0533526610695056,-0.0486938026507865
"124","21","WALKING",0.102687937661538,0.281186446730769,-0.100578333188462,-0.747528102115385,-0.783209055,0.103640325394231,-0.113765424561538,0.862524800961538,-0.220947960192308,0.102687937661538,0.281186446730769,-0.100578333188462,-0.747528102115385,-0.783209055,-0.185334284998077,0.0690602357269231,-0.197090284961538,0.218641619403846
"125","21","WALKING_DOWNSTAIRS",-0.143193872735556,0.0624167193911111,0.253107410044444,-0.242609584911111,-0.669083292222222,-0.0430267427422222,-0.583411349777778,0.872683205555556,-0.187870253333333,-0.143193872735556,0.0624167193911111,0.253107410044444,-0.242609584911111,-0.669083292222222,-0.143350537311111,0.359105229278222,-0.206925940728222,0.117455203577778
"126","21","WALKING_UPSTAIRS",-0.0459065723978723,0.342765666382979,-0.0803079863404255,-0.706659700212766,-0.758213986595745,-0.0148760342182979,-0.422008460638298,0.781177210851064,-0.309735038510638,-0.0459065723978723,0.342765666382979,-0.0803079863404255,-0.706659700212766,-0.758213986595745,-0.294876737780851,0.397469917446808,-0.154399808431915,0.136337720829787
"127","22","LAYING",0.653806080694444,0.809112245555556,-0.933235499861111,-0.993457142916667,-0.989968810972222,-0.00664236984166667,-0.309286693672222,-0.418494577083333,0.771903907083333,0.653806080694444,0.809112245555556,-0.933235499861111,-0.993457142916667,-0.989968810972222,-0.0264403574819444,0.133545102027778,0.122436939222222,-0.0929228046166667
"128","22","SITTING",0.669032219354839,0.808178258387097,-0.940797937258064,-0.999043220322581,-0.992863379677419,-0.170681393854839,-0.613777189725806,0.839305928709677,0.315551492322581,0.669032219354839,0.808178258387097,-0.940797937258064,-0.999043220322581,-0.992863379677419,0.00890530226451613,0.00320464296774193,0.0889876190790323,-0.0957498496474194
"129","22","STANDING",0.645950608888889,0.818580492698413,-0.955962215555556,-0.999516383015873,-0.99746723047619,-0.087673619184127,-0.115021306206349,0.954064297619048,0.0323824977714286,0.645950608888889,0.818580492698413,-0.955962215555556,-0.999516383015873,-0.99746723047619,0.00915074680793651,0.152637020603175,-0.053338635,-0.0162348164238095
"130","22","WALKING",-0.249025331284783,0.293102691521739,0.0359383735456522,-0.505862089565217,-0.763781753043478,0.088443499576087,-2.89014347826087e-05,0.936096410434783,0.0233780056086957,-0.249025331284783,0.293102691521739,0.0359383735456522,-0.505862089565217,-0.763781753043478,-0.285643500565217,0.289603000047826,-0.0303551397282609,0.219348933417391
"131","22","WALKING_DOWNSTAIRS",-0.128967372747222,0.356342815055556,0.266149879722222,-0.0855935942472222,-0.701202180555555,0.129434816952778,0.0713158,0.921820641944444,0.0412987957222222,-0.128967372747222,0.356342815055556,0.266149879722222,-0.0855935942472222,-0.701202180555555,-0.34126602525,0.635834064444444,-0.168019686416667,0.179520749327222
"132","22","WALKING_UPSTAIRS",-0.0819626686904762,0.376664445,0.190472829333333,-0.408109818095238,-0.693747711904762,0.217775544983333,-0.146703961483333,0.889454382857143,-0.0957978990316667,-0.0819626686904762,0.376664445,0.190472829333333,-0.408109818095238,-0.693747711904762,-0.265453100916667,0.379663701904762,-0.13445186947619,0.131685228586905
"133","23","LAYING",0.680479480138889,0.835979060138889,-0.962906945277778,-0.997288912638889,-0.999493773333333,-0.211329353358333,-0.501560004111111,-0.391564962777778,0.918782825277778,0.680479480138889,0.835979060138889,-0.962906945277778,-0.997288912638889,-0.999493773333333,-0.111952828958472,0.0471485002693056,0.188629877170833,-0.159521475881944
"134","23","SITTING",0.671219954852941,0.806428835441176,-0.945948471323529,-0.999660302205882,-0.994295381470588,-0.0398344552779412,-0.0551924831279412,0.936509242941176,0.0630111556279412,0.671219954852941,0.806428835441176,-0.945948471323529,-0.999660302205882,-0.994295381470588,0.0408236267897059,0.110655504175,0.130299798975,-0.0597726860411765
"135","23","STANDING",0.6756333175,0.8108243325,-0.957568623676471,-0.999655470588235,-0.999198658676471,-0.181831898461765,0.0892670590147059,0.919857125882353,-0.223631180906765,0.6756333175,0.8108243325,-0.957568623676471,-0.999655470588235,-0.999198658676471,0.0848856416388235,-0.0533459501058824,0.0812207871,-0.0862105907569706
"136","23","WALKING",-0.0891634993752542,-0.0355249779169492,-0.100940731261017,-0.760051238305085,-0.846727872711864,-0.314461323220339,-0.31153566440678,0.939809688644068,-0.160763360338983,-0.0891634993752542,-0.0355249779169492,-0.100940731261017,-0.760051238305085,-0.846727872711864,0.0789666147610169,-0.163663945654237,-0.113603977649153,0.159020498211864
"137","23","WALKING_DOWNSTAIRS",-0.0709365112777778,-0.107758444025926,0.142089819687481,-0.443128366111111,-0.758677942592593,0.0423362553827778,-0.516430422962963,0.923711401296296,-0.153671532259259,-0.0709365112777778,-0.107758444025926,0.142089819687481,-0.443128366111111,-0.758677942592593,-0.0415064423344444,0.131429112842593,-0.0802439714240741,0.126356686344444
"138","23","WALKING_UPSTAIRS",0.118029858529412,0.127395300894118,-0.0158443055862745,-0.706936576078431,-0.783629149607843,0.130323371892157,-0.19433920664902,0.843438810196078,-0.35593445,0.118029858529412,0.127395300894118,-0.0158443055862745,-0.706936576078431,-0.783629149607843,-0.197893096392157,0.329039956862745,-0.210092328588235,0.145615505196078
"139","24","LAYING",0.685321470555556,0.833340932083333,-0.971772770138889,-0.998309932638889,-0.999824728888889,-0.237290982441667,-0.562399843652778,-0.359292534027778,0.683839909722222,0.685321470555556,0.833340932083333,-0.971772770138889,-0.998309932638889,-0.999824728888889,0.00454729822777778,-0.0296712980988889,0.2885442165,-0.156217790331944
"140","24","SITTING",0.678432012352941,0.827264347058824,-0.969084977058824,-0.999819896764706,-0.998138075588235,-0.0637896905882353,-0.3616372425,0.919637604411765,0.109559621020588,0.678432012352941,0.827264347058824,-0.969084977058824,-0.999819896764706,-0.998138075588235,0.0807557817455882,0.0470624883544118,0.0514429041674853,-0.0468571848198529
"141","24","STANDING",0.669040315362319,0.811290691594203,-0.951832859565217,-0.999679875362319,-0.998124360724638,-0.261114432956522,0.0189485995565217,0.96644228,-0.0530585403536232,0.669040315362319,0.811290691594203,-0.951832859565217,-0.999679875362319,-0.998124360724638,0.0993118479652174,0.063831806615942,-0.0146175655933333,-0.0285112718834783
"142","24","WALKING",0.0885501455744828,0.337188758103448,-0.291563442068966,-0.857217821206897,-0.859919705862069,-0.216370789160345,-0.1946635225,0.95970108137931,-0.140910029827586,0.0885501455744828,0.337188758103448,-0.291563442068966,-0.857217821206897,-0.859919705862069,-0.157624022122414,0.106422768972414,-0.251910985058621,0.189229589851724
"143","24","WALKING_DOWNSTAIRS",0.0672663416218182,0.254992847418182,-0.0727260789578182,-0.574520642727273,-0.840360131818182,0.0296080762672727,-0.356878038909091,0.950883416727273,-0.140123155018182,0.0672663416218182,0.254992847418182,-0.0727260789578182,-0.574520642727273,-0.840360131818182,-0.187086651509091,0.391262274727273,-0.163271391381818,0.138432978250909
"144","24","WALKING_UPSTAIRS",0.169946673610169,0.283530418983051,-0.233899934576271,-0.782093972711864,-0.844841180677966,-0.0892882474898305,-0.354327402508475,0.906369500508475,-0.227134869152542,0.169946673610169,0.283530418983051,-0.233899934576271,-0.782093972711864,-0.844841180677966,0.00231977022542373,0.113321429608475,-0.278344752423729,0.134547220598305
"145","25","LAYING",0.574164786442466,0.741942709589041,-0.577589664319178,-0.978896856027397,-0.796290169,-0.0526283677945205,-0.464224164890411,-0.461102531369863,0.526353818315068,0.574164786442466,0.741942709589041,-0.577589664319178,-0.978896856027397,-0.796290169,-0.0397926954880822,-0.00621353147123288,-0.114479250650411,0.0172768607708219
"146","25","SITTING",0.676727357076923,0.828703130769231,-0.972154928307692,-0.999772823076923,-0.994868777846154,-0.110599476560615,-0.294846884233231,0.865686078153846,0.167140956385077,0.676727357076923,0.828703130769231,-0.972154928307692,-0.999772823076923,-0.994868777846154,0.0882206576769231,0.0860945363953846,0.146938135292923,-0.107717525584615
"147","25","STANDING",0.672360939594595,0.832718925675676,-0.973721977027027,-0.999861257702703,-0.998966571351351,-0.215069127971622,-0.212336683421622,0.929794733108108,0.201182106486486,0.672360939594595,0.832718925675676,-0.973721977027027,-0.999861257702703,-0.998966571351351,0.126646760027027,0.0933102252054054,0.0808687901702703,-0.0961450697472973
"148","25","WALKING",0.162161556364865,0.478891250540541,-0.403091132162162,-0.916083407432432,-0.862336472567568,-0.219937149527027,-0.0205674382635135,0.937483114459459,0.188416273486486,0.162161556364865,0.478891250540541,-0.403091132162162,-0.916083407432432,-0.862336472567568,-0.119983932014865,0.0444103970094595,-0.289490815947297,0.148012622251351
"149","25","WALKING_DOWNSTAIRS",0.122826095515517,0.562009794827586,-0.2185910985,-0.714629286724138,-0.852812975172414,-0.199987185372414,0.175115079332759,0.929627532241379,0.21879595837931,0.122826095515517,0.562009794827586,-0.2185910985,-0.714629286724138,-0.852812975172414,-0.204352652494138,0.332297127086207,-0.265993030982759,0.154129690863793
"150","25","WALKING_UPSTAIRS",0.306235205446154,0.530142962307692,-0.302598263076923,-0.850101270923077,-0.878530808923077,0.0177534776138462,-0.250487726078462,0.927693239538462,0.108230986684615,0.306235205446154,0.530142962307692,-0.302598263076923,-0.850101270923077,-0.878530808923077,-0.187389735076923,0.270427041409231,-0.324348600349231,0.152287317230769
"151","26","LAYING",0.684564105394737,0.841388820526316,-0.977270590921053,-0.996442848157895,-0.999559965131579,0.00382992175921053,0.0802664614697368,-0.621309715263158,0.614523405921053,0.684564105394737,0.841388820526316,-0.977270590921053,-0.996442848157895,-0.999559965131579,-0.00737872886842105,0.0511069887552632,0.329075604697368,-0.179987672310395
"152","26","SITTING",0.681533206538462,0.831754258461538,-0.949161203205128,-0.996402383846154,-0.989353286666667,-0.107610293961538,-0.462504830162821,0.782955611794872,0.314387627435897,0.681533206538462,0.831754258461538,-0.949161203205128,-0.996402383846154,-0.989353286666667,0.0939932541012821,-0.00773070613423077,0.211098797284615,-0.158636809937577
"153","26","STANDING",0.671401805675676,0.828270461486487,-0.968834283513514,-0.999811269594595,-0.99775186445946,-0.168477452971622,-0.142027621290541,0.965460891621622,0.0884142682297297,0.671401805675676,0.828270461486487,-0.968834283513514,-0.999811269594595,-0.99775186445946,0.102922531836486,0.115652163663514,0.0572373918351351,-0.0831737446
"154","26","WALKING",0.150795384949153,0.329895753220339,-0.235552347271186,-0.775068551694915,-0.853366991864407,-0.21057113743978,-0.1356579494,0.960647754576271,0.108738699508475,0.150795384949153,0.329895753220339,-0.235552347271186,-0.775068551694915,-0.853366991864407,0.0167334373830508,0.00259734171355932,-0.230332450249153,0.220232946828814
